Date,Tweet,Close.
2015-12-15,LIVE: President Obama is speaking at a naturalization ceremony at the National Archives. http://ofa.bo/j9VCÂ ,"2,043.41"
2015-12-14,America this will changeâ€”but only when we stand up together and demand it. â€”President Obama http://ofa.bo/e5IZÂ  #SandyHook,"2,021.94"
2015-12-14,LIVE: President Obama is delivering a statement at the Pentagon. http://ofa.bo/i9Y5Â ,"2,021.94"
2015-12-14,Tune in at 12:25 p.m. ET to watch President Obama speak at the Pentagon: http://ofa.bo/s9YLÂ ,"2,021.94"
2015-12-13,Say you stand with countries around the world who are #UnitedOnClimateâ€”add your name: http://ofa.bo/e5IUÂ  #ParisAgreement,
2015-12-12,This is huge: Almost every country in the world just signed on to the #ParisAgreement on climate changeâ€”thanks to American leadership.,
2015-12-11,Congress still hasn't passed a budget and time's running out. Read why @OFA supporters are saying #EnoughAlready:http://ofa.bo/s9Y5Â ,"2,012.37"
2015-12-11,8 out of 10 uninsured Americans may qualify for financial help. See if you're one of them: http://ofa.bo/t9ThÂ  #GetCovered,"2,012.37"
2015-12-11,Start the new year off right: http://ofa.bo/c5JbÂ  #GetCoveredpic.twitter.com/bkJVqA7Qu1,"2,012.37"
2015-12-11,Climate action at the local level is key in pushing the conversation forward. Read the latest from Wisconsin: http://ofa.bo/j9UfÂ ,"2,012.37"
2015-12-10,Enroll by December 15th and you'll ring in the new year with the security of health insurance: http://ofa.bo/i9XcÂ  #GetCovered,"2,052.23"
2015-12-10,WATCH: President Obama tells a room full of organizers to continue the fight on climate change. http://ofa.bo/a5NXÂ  #ActOnClimate,"2,052.23"
2015-12-10,Nations from around the world are coming together to #ActOnClimate. Join millions calling for real progress: http://ofa.bo/q9SfÂ ,"2,052.23"
2015-12-10,LIVE: President Obama is speaking about education and signing the Every Student Succeeds Act. http://ofa.bo/s9XeÂ  #ESSA,"2,052.23"
2015-12-09,With American leadership more than 180 nations have committed to tackling climate change. #UnitedOnClimatepic.twitter.com/iq1SyJhVsX,"2,047.62"
2015-12-09,The world is #UnitedOnClimate. It's time to act.pic.twitter.com/jvCIgpcDLi,"2,047.62"
2015-12-09,LIVE: President Obama is delivering remarks at an event marking the 150th anniversary of the 13th Amendment. http://ofa.bo/s9XXÂ ,"2,047.62"
2015-12-09,Tune in at 11:50 a.m. ET to watch President Obama commemorate the 150th anniversary of the 13th Amendment: http://ofa.bo/q9SRÂ ,"2,047.62"
2015-12-08,Show your support for common-sense gun safety laws like closing the No-Fly List loophole: http://ofa.bo/t9T9Â  #DoSomething,"2,063.59"
2015-12-08,Closing the No-Fly List loophole is a no-brainer. #DoSomethingpic.twitter.com/UzbNQbUnor,"2,063.59"
2015-12-08,Hundreds of nations are coming together to stand #UnitedOnClimateâ€”and you can join the conversation: http://ofa.bo/g9VFÂ ,"2,063.59"
2015-12-08,The world is #UnitedOnClimateâ€”it's time for climate change deniers in Congress to get on board.pic.twitter.com/fayuoBVCmP,"2,063.59"
2015-12-08,The world is standing #UnitedOnClimate. It's time to act. http://thndr.me/BAgBh1Â ,"2,063.59"
2015-12-07,Congress needs to close the No-Fly List loopholeâ€”add your name if you agree: http://ofa.bo/h9fMÂ  #DoSomething,"2,077.07"
2015-12-07,Congress can #DoSomething about this.pic.twitter.com/0dhwrGu7wf,"2,077.07"
2015-12-06,LIVE: President Obama is addressing the nation on the threat of terrorism and keeping the American people safe. http://ofa.bo/p9d0Â ,
2015-12-06,Tune in at 8 p.m. ET to watch President Obama address the nation on keeping the American people safe: http://ofa.bo/q9RwÂ ,
2015-12-05,Here in America itâ€™s way too easy for dangerous people to get their hands on a gun. â€”President Obamahttp://ofa.bo/t9ShÂ ,
2015-12-05,WATCH: President Obama offers his condolences to the San Bernardino community and calls for common-sense gun laws.http://ofa.bo/h9f9Â ,
2015-12-04,Obamacare is helping millions. Repealing it would be devastating to families across the country.pic.twitter.com/ShHxBdEdZq,"2,091.69"
2015-12-04,Provisions in #Obamacare have helped save billions of dollars and more than 80000 lives. Read more:http://ofa.bo/q9RYÂ ,"2,091.69"
2015-12-04,Employers have added an average of 213000 jobs a month over the past six months. We have to keep up this progress. http://ofa.bo/d5JaÂ ,"2,091.69"
2015-12-04,The economy added 211000 jobs in Novemberâ€”a record-breaking 69 consecutive months of private-sector job growth.,"2,091.69"
2015-12-02,Countries all over the world are standing #UnitedOnClimateâ€”join the conversation to be part of this historic moment: http://ofa.bo/h9ejÂ ,"2,079.51"
2015-12-02,This is a huge step forward. #UnitedOnClimatepic.twitter.com/E8jvEr1PXH,"2,079.51"
2015-12-01,Sixty years later we remember the heroism of Rosa Parks and recommit to the fight for justice and equality.pic.twitter.com/NOHa4cv8DL,"2,102.63"
2015-12-01,Climate change deniers are trying to undermine America's commitment to #ActOnClimate. Read more:http://ofa.bo/b5OGÂ ,"2,102.63"
2015-12-01,Be a part of this historic moment in the fight against climate changeâ€”join the #UnitedOnClimate conversation: http://ofa.bo/d5JDÂ  #COP21,"2,102.63"
2015-11-30,Stand up for global action on climate changeâ€”add your name: http://ofa.bo/e5GcÂ  #ActOnClimatepic.twitter.com/OOG1VviHCw,"2,080.41"
2015-11-30,The global talks on climate change have begun. Join the conversation: http://ofa.bo/e5GbÂ  #UnitedOnClimate,"2,080.41"
2015-11-30,Watch President Obama discuss how to build a framework for progress on the global effort to tackle climate change.http://www.snappytv.com/tc/1074329Â ,"2,080.41"
2015-11-30,Read why the international climate talks in Paris are so important: http://ofa.bo/e5GUÂ  #COP21,"2,080.41"
2015-11-28,Enrolling is easy. Check out your options and #GetCovered today: http://ofa.bo/r9XFÂ ,
2015-11-27,Show your support for American leadership in the international effort to #ActOnClimate: http://ofa.bo/t9RvÂ ,"2,090.11"
2015-11-27,The Clean Power Plan is one of the biggest step America's ever taken to tackle climate change.pic.twitter.com/UOvVIhJ7pp,"2,090.11"
2015-11-27,Post Thanksgiving to-do list: Sleep: âœ“ Dishes. So many dishes: âœ“ #GetCovered: http://ofa.bo/f9WqÂ ,"2,090.11"
2015-11-26,Be thankful todayâ€”and don't forget to give back. #HappyThanksgivingpic.twitter.com/0rXUAY3aP1,
2015-11-26,No matter our circumstances all of us have something to be grateful for. â€”President Obama http://ofa.bo/a5LeÂ  #HappyThanksgiving,
2015-11-25,LIVE: President Obama is celebrating the 68th anniversary of the National Thanksgiving Turkey presentation. http://ofa.bo/p9c0Â ,"2,088.87"
2015-11-25,Read from @GinaEPA on how the United States is leading the international effort to #ActOnClimate: http://ofa.bo/g9UAÂ ,"2,088.87"
2015-11-24,Read how @OFA volunteers in Tennessee are making sure that everyone has access to quality affordable health care:http://ofa.bo/d5IpÂ ,"2,089.14"
2015-11-24,Before you start cooking this week make sure you're covered: http://ofa.bo/c5HIÂ  #GetCovered,"2,089.14"
2015-11-23,No more excuses. It's time to #ActOnClimate: http://ofa.bo/b5NRÂ pic.twitter.com/9mtCVvNiLx,"2,086.59"
2015-11-23,Say you're ready for strong global efforts to #ActOnClimateâ€”don't let climate change deniers prevent progress: http://ofa.bo/e5G8Â ,"2,086.59"
2015-11-23,Get a close look inside the first-ever @OFA Organizing Director Summit: http://ofa.bo/f9WPÂ ,"2,086.59"
2015-11-20,One year ago the President took common-sense #ImmigrationActionâ€”but a long-term fix still hasn't come from Congress.pic.twitter.com/gimZAaLhdw,"2,089.17"
2015-11-20,Happy birthday @VP. Here's to a great year.pic.twitter.com/wTNdi5EPr3,"2,089.17"
2015-11-20,Getting help is easy. Check out your options and #GetCovered today: http://ofa.bo/i9UqÂ pic.twitter.com/OAh3bawk7w,"2,089.17"
2015-11-20,Record-breaking temperatures in October keeps 2015 on track to be the hottest year ever:http://ofa.bo/g9TPÂ ,"2,089.17"
2015-11-20,Don't let climate change deniers stand in the way of global progress on climate action: http://ofa.bo/t9R9Â  #ActOnClimate,"2,089.17"
2015-11-20,It's crucial to #ActOnClimateâ€”and this is just one way the Clean Power Plan is a step forward.pic.twitter.com/ocxLx79spL,"2,089.17"
2015-11-19,Progress isnâ€™t guaranteed. Itâ€™s not inevitable. Itâ€™s something that has to be fought for. â€”President Obamapic.twitter.com/GhtHOQNU5u,"2,081.24"
2015-11-19,The international community is committed to #ActOnClimateâ€”show your support for global action: http://ofa.bo/r9WSÂ ,"2,081.24"
2015-11-19,Progress on tackling climate change is happeningâ€”and we can't go back. #ActOnClimatepic.twitter.com/w2MLu1V6Xc,"2,081.24"
2015-11-19,The health care marketplace is openâ€”for a limited time. Now's your chance to #GetCovered. http://ofa.bo/f9VzÂ pic.twitter.com/qA7KHMR140,"2,081.24"
2015-11-18,Say you're ready for big progress in the global effort to #ActOnClimateâ€”add your name: http://ofa.bo/f9VyÂ ,"2,083.58"
2015-11-18,Hundreds of hardworking @OFA organizers came together at the #OFAFallSummit to drive their work forwardâ€”take a look: http://ofa.bo/h9ctÂ ,"2,083.58"
2015-11-18,Don't let climate change deniers derail progress in the global effort to #ActOnClimate: http://ofa.bo/e5FWÂ pic.twitter.com/AG1XQ3AyFR,"2,083.58"
2015-11-18,In two weeks nations across the globe are gathering to #ActOnClimateâ€”this is a big deal.pic.twitter.com/HL6q3Aj507,"2,083.58"
2015-11-17,The U.S. has already tripled wind and solar energy since 2008. The Clean Power Plan will continue that progress.pic.twitter.com/nRx3sbbKny,"2,050.44"
2015-11-17,The Clean Power Plan is a vital step to #ActOnClimate and improve public health.pic.twitter.com/kJhg6FnU0M,"2,050.44"
2015-11-16,Get the facts on important issues like climate changeâ€”join the OFA Truth Team:http://ofa.bo/g9TBÂ ,"2,053.19"
2015-11-16,You might be able to get an even better health care plan. Shop around today: http://ofa.bo/i9URÂ  #GetCoveredpic.twitter.com/0xlc4VccVF,"2,053.19"
2015-11-13,The security of affordable health care might make you dance: http://ofa.bo/e5FLÂ  #GetCoveredpic.twitter.com/CCKa5DiSPH,"2,023.04"
2015-11-13,Man-made climate change is having a big effect on global temperatures. Read more: http://ofa.bo/t9QjÂ  #ActOnClimate,"2,023.04"
2015-11-12,The fight for common-sense #ImmigrationAction isn't over. Read more:http://ofa.bo/g9T7Â ,"2,045.97"
2015-11-12,Read from veteran and former Federal Chief Sustainability Officer Jon Powers on why it's time to #ActOnClimate:http://ofa.bo/q9PLÂ ,"2,045.97"
2015-11-12,Be covered this winterâ€”check out your options now: http://ofa.bo/g9T3Â  #GetCoveredpic.twitter.com/KZNnjQaIJE,"2,045.97"
2015-11-11,On this day and every day we thank you. â€”President Obama #VeteransDaypic.twitter.com/nRcBslDrdh,"2,075.00"
2015-11-11,LIVE: President Obama is honoring veterans at Arlington National Cemetery. http://ofa.bo/c5GIÂ  #VeteransDay,"2,075.00"
2015-11-10,ICYMI: The unemployment rate is now at a seven-year low.http://ofa.bo/t9QfÂ ,"2,081.72"
2015-11-10,Make sure to check this off your list: http://ofa.bo/f9VgÂ  #GetCoveredpic.twitter.com/I17bWv0MDt,"2,081.72"
2015-11-10,President Obama explains why the #TPP is good for American workers and the middle class:http://ofa.bo/c5GFÂ ,"2,081.72"
2015-11-09,I'm going to keep on going as long as you'll have me. â€”President Obama to @OFA volunteers #OFAFallSummit,"2,078.58"
2015-11-09,I need you to stay involved. I need you to stay active. â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,I may only hold this office for the next 14 months but I'm not going anywhere. â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,When the cynics tell us we can't change this country for the better we know they're wrong. We've got proof. â€”President Obama,"2,078.58"
2015-11-09,We've still got our work cut out for us to fix the broken immigration system. â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,Your organizing skills are more important than ever.â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,You know we've got more work to do. You wouldn't be here if you didn't think we have more work to do.â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,Even as our economy is growing America's cut our carbon pollution more than any other advanced nation on Earth. â€”President Obama,"2,078.58"
2015-11-09,We've covered 17.6 million Americans so far and in the process the deficit's been cut by two-thirds. â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,We've seen the longest streak of private-sector job creation on recordâ€”that happened because of you. â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,You figure out what's important in your communities and you organize around it.â€”President Obama at the #OFAFallSummit,"2,078.58"
2015-11-09,You be the change you want to come about.â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,Together we created a movement for change that couldn't be denied.â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,It's always good to be with OFA. It's a little bit like coming home.â€”President Obama #OFAFallSummit,"2,078.58"
2015-11-09,LIVE: President Obama is speaking to @OFA volunteers at the #OFAFallSummit. http://ofa.bo/e5FFÂ ,"2,078.58"
2015-11-09,It was never about yes he canâ€”it was about yes we can. â€” @Simas44 #OFAFallSummit,"2,078.58"
2015-11-07,For the first time more than 90% of Americans are covered. â€”President Obama http://ofa.bo/b5MOÂ  #GetCovered,
2015-11-07,In the weekly address President Obama discusses why it's so important to #GetCovered:http://ofa.bo/g9SzÂ ,
2015-11-06,Retweet if you support American leadership on climate change. #ActOnClimatepic.twitter.com/nzUDGeuE7v,"2,099.20"
2015-11-06,The President just rejected #KeystoneXL. Add your name to support strong action on climate change: http://ofa.bo/f9VSÂ  #ActOnClimate,"2,099.20"
2015-11-06,If we want to prevent the worst effects of climate change before it's too late the time to act is now. â€”President Obama #ActOnClimate,"2,099.20"
2015-11-06,Shipping crude oil into our country would not increase America's energy security. â€”President Obama #KeystoneXL,"2,099.20"
2015-11-06,Today in 41 states drivers can find at least one gas station selling gas for less than $2 a gallon. â€”President Obama #KeystoneXL,"2,099.20"
2015-11-06,In fact gas prices have already been falling steadily. â€”President Obama on rejecting the #KeystoneXL,"2,099.20"
2015-11-06,The pipeline would not lower gas prices for American consumers. â€”President Obama on rejecting the #KeystoneXL,"2,099.20"
2015-11-06,If Congress is serious about wanting to create jobs this was not the way to do it. â€”President Obama on rejecting the #KeystoneXL,"2,099.20"
2015-11-06,The pipeline would not make a meaningful long-term contribution to our economy. â€”President Obama on rejecting the #KeystoneXL,"2,099.20"
2015-11-06,BREAKING: President Obama just took another huge step to #ActOnClimate by rejecting the #KeystoneXL pipeline.,"2,099.20"
2015-11-06,LIVE: President Obama is delivering a statement. http://ofa.bo/j9R4Â ,"2,099.20"
2015-11-06,The economy added 271000 jobs in Octoberâ€”a record-breaking 68 consecutive months of private-sector job growth.,"2,099.20"
2015-11-05,The #TPP eliminates 18000 taxes that other countries put on American goods. http://ofa.bo/s9UPÂ  #LeadOnTrade,"2,099.93"
2015-11-05,More American-made exports means more higher-paying jobs at home: http://ofa.bo/f9VPÂ  #TPP pic.twitter.com/vIKb91bB02,"2,099.93"
2015-11-05,When we have a level playing field Americans out-compete anyone in the world. â€”President Obama http://ofa.bo/r9VyÂ  #LeadOnTrade,"2,099.93"
2015-11-05,Negotiations on the #TPP are complete and the full text is now available online. Find out more: http://ofa.bo/j9R0Â  #LeadOnTrade,"2,099.93"
2015-11-04,More than two dozen states and cities are fighting to #ActOnClimate by defending the Clean Power Plan:http://ofa.bo/p9abÂ ,"2,102.31"
2015-11-04,Finding a plan that fits your needs is easy. Check out your options and #GetCovered: http://ofa.bo/h9cKÂ pic.twitter.com/xX0cVzJgxb,"2,102.31"
2015-11-04,A vocal minority could still derail the bipartisan budget dealâ€”don't let that happen. Show your support: http://ofa.bo/c5FyÂ ,"2,102.31"
2015-11-03,Get an update on issues that matter from gun violence prevention to health care enrollment:http://ofa.bo/p9aYÂ ,"2,109.79"
2015-11-03,The marketplace is open againâ€”shop around and find a plan that works for you: http://ofa.bo/e5F1Â  #GetCoveredpic.twitter.com/g8MCjKtsEj,"2,109.79"
2015-11-02,Working hard in America shouldn't mean choosing between a paycheck and a sick kid at home. #LeadOnLeavepic.twitter.com/Y4risUgFzH,"2,104.05"
2015-11-02,LIVE: President Obama is speaking about the re-entry process of formerly incarcerated individuals. http://ofa.bo/r9ViÂ ,"2,104.05"
2015-11-02,Tune in at 4:20 p.m. ET to watch President Obama speak on rehabilitation and reintegration: http://ofa.bo/g9SfÂ  #CriminalJusticeReform,"2,104.05"
2015-11-02,Here's what happened when 35 passionate student organizers came together to learn how to improve their impact: http://ofa.bo/r9VhÂ ,"2,104.05"
2015-11-02,Under #Obamacare the uninsured rate in the United States is at the lowest level on record.pic.twitter.com/JclMvADTnN,"2,104.05"
2015-11-01,Nearly 8 in 10 uninsured Americans may be eligible for financial help. Check out your options: http://ofa.bo/j9QtÂ  #GetReadyGetCovered,
2015-11-01,Open enrollment is back: http://ofa.bo/f9V9Â  #GetReadyGetCoveredpic.twitter.com/zACudz9e7c,
2015-11-01,Post Halloween checklist: Coffee: âœ“ Brunch: âœ“ Health insurance: http://ofa.bo/i9U1Â  #GetReadyGetCovered,
2015-11-01,The health care marketplace is open again. Check out your options now: http://ofa.bo/v4Â  #GetCovered,
2015-11-01,Don't miss your chance to #GetCovered: http://ofa.bo/x1Â pic.twitter.com/J24jqQZ2qm,
2015-10-31,Trick-or-treat? #HappyHalloweenpic.twitter.com/0T8yc2vYyk,
2015-10-31,Make sure you #GetCovered tomorrowâ€”before you eat too much Halloween candy.pic.twitter.com/h5gKMcxpS4,
2015-10-31,Every year we spend $80 billion in taxpayer dollars to keep people incarcerated. â€”President Obamahttp://ofa.bo/i9U0Â ,
2015-10-31,In the weekly address President Obama calls for meaningful criminal justice reform: http://ofa.bo/i9U0Â ,
2015-10-30,Don't miss it. #GetCoveredpic.twitter.com/gMIOgP4ukJ,"2,079.36"
2015-10-30,Watch as President Obama and @FLOTUS welcome children to trick-or-treat at the White House: http://ofa.bo/j9QrÂ pic.twitter.com/EgX7iptsd3,"2,079.36"
2015-10-30,Passionate student organizers came together at @OFA's Campus Organizing Summit. Find out more:http://ofa.bo/g9SaÂ ,"2,079.36"
2015-10-30,DYK: Under #Obamacare millions of young adults are able to remain on their parents' plans until they turn 26.pic.twitter.com/KrkFcb9KsH,"2,079.36"
2015-10-30,I applaud the Democrats and Republicans who came together this morning to pass a responsible long-term budget agreement. â€”President Obama,"2,079.36"
2015-10-29,Spread the word: There are nearly 10.5 million uninsured Americans who may be eligible to #GetCovered in 2016.pic.twitter.com/2X9XiLsgVR,"2,089.41"
2015-10-29,Read @ShaunOMB's op-ed on how science and data are helping the U.S. focus on the long-term costs of climate change:http://ofa.bo/h9cBÂ ,"2,089.41"
2015-10-29,Big polluters and climate change deniers are standing in the way of progressâ€”fight back: http://ofa.bo/c5FnÂ pic.twitter.com/UeLwhEwg4Q,"2,089.41"
2015-10-29,17.6 million Americans have gained coverage under #Obamacareâ€”thatâ€™s a BFD.pic.twitter.com/BrSkDAvLsn,"2,089.41"
2015-10-28,Don't let climate change deniers have the final say on the Clean Power Planâ€”show your support: http://ofa.bo/a5K4Â  #ActOnClimate,"2,090.35"
2015-10-28,Open enrollment is right around the corner. #GetCoveredpic.twitter.com/PmRZg0SywP,"2,090.35"
2015-10-28,If you want cleaner air and improved public health add your name: http://ofa.bo/i9TuÂ  #ActOnClimatepic.twitter.com/ZsMTAf46Wz,"2,090.35"
2015-10-28,America's mayors are calling for Congress to #DoSomething about gun violence.http://ofa.bo/q9OwÂ ,"2,090.35"
2015-10-27,Retweet to spread the word. #GetCoveredpic.twitter.com/QiV7Qghp6G,"2,065.89"
2015-10-27,LIVE: President Obama is speaking at the International Association of Chiefs of Police Conference and Exposition. http://ofa.bo/e5EpÂ ,"2,065.89"
2015-10-27,At 3 p.m. ET watch President Obama address the International Association of Chiefs of Police in Chicago: http://ofa.bo/p9aFÂ ,"2,065.89"
2015-10-27,LIVE: President Obama is welcoming the @ussoccer_wnt to celebrate their World Cup victory. http://ofa.bo/h9c3Â  #SheBelieves,"2,065.89"
2015-10-26,New federal limits on methane pollution will help make our air cleaner. Show your support: http://ofa.bo/r9VTÂ  #ActOnClimate,"2,071.18"
2015-10-24,We've led by example generating more clean energy and lowering our carbon emissions. â€”President Obamahttp://ofa.bo/r9VSÂ ,
2015-10-23,This is why the Clean Power Plan matters. #ActOnClimatepic.twitter.com/XrqJz4p7EK,"2,075.15"
2015-10-22,LIVE: President Obama is hosting a panel at the White House on criminal justice reform. http://ofa.bo/p9a8Â ,"2,052.51"
2015-10-22,Organizers in New Mexico are working to make sure people in their communities have affordable care. Read how:http://ofa.bo/p9a5Â ,"2,052.51"
2015-10-21,LIVE: President Obama is in West Virginia hosting a community discussion on drug abuse. http://ofa.bo/h9buÂ ,"2,018.94"
2015-10-21,Tune in at 2:20 p.m. ET to watch President Obama host a community forum on drug abuse. http://ofa.bo/q9OmÂ ,"2,018.94"
2015-10-20,A new poll shows that a majority of Americans want common-sense laws on gun sales: http://ofa.bo/q9OiÂ  #DoSomething,"2,030.77"
2015-10-20,Action on climate change can't waitâ€”which is why the Clean Power Plan is so important.http://www.snappytv.com/tc/724551Â ,"2,030.77"
2015-10-20,Eighty-one companies support a global agreement to #ActOnClimate: http://ofa.bo/j9QOÂ ,"2,030.77"
2015-10-19,ICYMI: Yesterday marked the official adoption of the #IranDeal:http://ofa.bo/h9bkÂ ,"2,033.66"
2015-10-19,Diali came to @OFA to develop her digital content production skills and continue a career in organizing. Read more:http://ofa.bo/r9V6Â ,"2,033.66"
2015-10-17,The United States is home to 5% of the worldâ€™s population but 25% of the worldâ€™s prisoners. â€”President Obamahttp://ofa.bo/j9Q5Â ,
2015-10-17,In the weekly address President Obama discusses the steps needed to fix our criminal justice system. http://ofa.bo/j9Q5Â ,
2015-10-16,Retweet if you agree it's time to #ActOnClimate.pic.twitter.com/ku22tRSWal,"2,033.11"
2015-10-16,Coal mining companies are supporting an international deal to #ActOnClimate: http://ofa.bo/f9UTÂ  It's time for deniers to get on board.,"2,033.11"
2015-10-16,Under the Obama administration the deficit is down nearly 75 percentâ€”the lowest it's been since 2007.http://ofa.bo/p9ZfÂ ,"2,033.11"
2015-10-16,Add your name to the thousands of people asking Congress to stand up and #DoSomething about gun violence: http://ofa.bo/f9USÂ ,"2,033.11"
2015-10-15,LIVE: President Obama is speaking at a celebration of Hispanic Heritage Month.http://ofa.bo/b5LCÂ ,"2,023.86"
2015-10-15,Tune in at 4:45 p.m. ET to watch President Obama speak at an event celebrating Hispanic Heritage Month. http://ofa.bo/h9bAÂ ,"2,023.86"
2015-10-15,See where your representatives stand on the basic science of climate change: http://ofa.bo/p9ZYÂ  #ActOnClimate,"2,023.86"
2015-10-15,Climate change denial is at a record lowâ€”just not in Congress. Read more: http://ofa.bo/e5E8Â  #ActOnClimate,"2,023.86"
2015-10-14,Make your sweet tooth happyâ€”it's #NationalDessertDay.pic.twitter.com/L7GnDIUO3c,"1,994.24"
2015-10-14,Hundreds of organizers recently gathered in New Mexico to celebrate progress on health care reform. Read more:http://ofa.bo/d5GaÂ ,"1,994.24"
2015-10-14,Another reason why it's so important to #ActOnClimate:http://ofa.bo/g9RiÂ ,"1,994.24"
2015-10-14,Read why @GovEdRendell thinks #TPP will be good for manufacturing and boost products #MadeInAmerica:http://ofa.bo/g9ReÂ ,"1,994.24"
2015-10-13,Former Washington Governor Christine Gregoire on why the #TPP will help protect the environment:http://ofa.bo/q9NrÂ ,"2,003.69"
2015-10-13,Expanding Medicaid isn't just practicalâ€”it's the right thing to do. http://ofa.bo/r9USÂ  #PeopleOverPolitics,"2,003.69"
2015-10-13,Repealing #Obamacare is still a bad idea.pic.twitter.com/pBGjtIKc59,"2,003.69"
2015-10-13,Keep the conversation on gun violence going until Congress will #DoSomething about it: http://ofa.bo/h9alÂ ,"2,003.69"
2015-10-10,Outdated trade rules put our workers at a disadvantageâ€”and TPP will change that. â€”President Obama http://ofa.bo/e5DUÂ  #TPP,
2015-10-10,In the weekly address President Obama discusses how the #TPP will put American workers first. http://ofa.bo/e5DUÂ ,
2015-10-09,Wind and solar energy are getting cheaper and cheaperâ€”the #SwitchToClean energy is happening.http://ofa.bo/b5KOÂ ,"2,014.89"
2015-10-08,Add your name to the list of people asking Congress to #DoSomething about gun violence: http://ofa.bo/j9P2Â ,"2,013.43"
2015-10-08,Check out how these @OFA volunteers are making a difference on gun violence in their community: http://ofa.bo/j9P1Â  #DoSomething,"2,013.43"
2015-10-08,Retweet if you agree: It's time for Congress to put politics aside and #DoSomething about gun violence.pic.twitter.com/TaInIBmrhG,"2,013.43"
2015-10-08,Our thoughts and prayers are not enough. It's time for Congress to #DoSomething to prevent gun violence tragedies: http://ofa.bo/a5IaÂ ,"2,013.43"
2015-10-07,This will not change until the politics change. â€”President Obama on gun violence #DoSomethinghttp://www.snappytv.com/tc/870915Â ,"1,995.83"
2015-10-07,Take a look at some of the most important recent stories on gun violence prevention: http://ofa.bo/i9S5Â  #DoSomething,"1,995.83"
2015-10-07,Add your name if you agree it's time for Congress to #DoSomething about gun violence in America. http://ofa.bo/g9QzÂ ,"1,995.83"
2015-10-07,LIVE: President Obama is speaking at the @WhiteHouse Summit on Worker Voice. http://ofa.bo/r9TkÂ ,"1,995.83"
2015-10-07,An @OFA volunteer reflects on the trainings she receivedâ€”that helped her land her dream job. http://ofa.bo/t9OfÂ ,"1,995.83"
2015-10-06,Stand up for American workersâ€”add your name if you agree it's time to #LeadOnTrade. http://ofa.bo/e5D9Â ,"1,979.92"
2015-10-06,The #TPP establishes the highest labor standards of any trade agreement in history.pic.twitter.com/3vqoancyYp,"1,979.92"
2015-10-06,The more U.S. goods sold abroad the more higher-paying jobs are supported at homeâ€”another reason to #LeadOnTrade:http://ofa.bo/i9RuÂ ,"1,979.92"
2015-10-05,I refuse to leave our children a planet that's beyond their capacity to repair. â€”President Obama #OurOcean2015https://amp.twimg.com/v/6b853bbc-acb0-4cbf-a8f2-d375befed026Â â€¦,"1,987.05"
2015-10-05,Add your name to support the most progressive trade deal in this nation's history: http://ofa.bo/b5K0Â  #LeadOnTrade,"1,987.05"
2015-10-05,Great news: President Obama just secured a trade deal that puts American workers first. http://ofa.bo/c5DwÂ  #LeadOnTrade,"1,987.05"
2015-10-03,Twenty-three years and still going strong. Here's to many more. #HappyAnniversarypic.twitter.com/EdEvqUF0s7,
2015-10-03,Congress should do its job stop kicking the can down the road and pass a serious budget. â€”President Obamahttp://ofa.bo/h9ZkÂ ,
2015-10-03,In the weekly address President Obama urges Congress to pass a real budget. http://ofa.bo/h9ZkÂ ,
2015-10-02,Private-sector jobs have grown for a record-breaking 67 straight monthsâ€”but there's more to do.,"1,951.36"
2015-10-02,More than 10000 people die from gun violence in the U.S. each yearâ€”that can change. http://ofa.bo/r9TCÂ  https://twitter.com/zackbeauchamp/status/649727266835046400/photo/1pic.twitter.com/iguwO9P5dhÂ ,"1,951.36"
2015-10-02,Our thoughts and prayers are not enoughâ€”it's time to take action.pic.twitter.com/qfEm0j9r3V,"1,951.36"
2015-10-01,Organizers across the country are working to prevent gun violenceâ€”state by state. Read more: http://ofa.bo/t9NxÂ ,"1,923.82"
2015-09-30,LAST CALL: Enter for a chance to meet President Obama. http://ofa.bo/h9ZQÂ pic.twitter.com/cbSaQVR4SO,"1,920.03"
2015-09-30,DEADLINE: Tonight. Time to make your moveâ€”chip in now. http://ofa.bo/c5DWÂ pic.twitter.com/fwz6HYAmqw,"1,920.03"
2015-09-30,This is your chance to meet President Obama. (No joke.) http://ofa.bo/d5FJÂ pic.twitter.com/EoSWsROzjY,"1,920.03"
2015-09-30,You and a guest could fly to D.C. and meet the President. Enter now for your chance: http://ofa.bo/q9MRÂ ,"1,920.03"
2015-09-30,Give this grassroots movement a liftâ€”become a recurring donor today: http://ofa.bo/f9SdÂ pic.twitter.com/fFsIi3uHLc,"1,920.03"
2015-09-30,Enter before midnight and youâ€”and your BFFâ€”could meet the President this fall. http://ofa.bo/i9RGÂ pic.twitter.com/hRrMiIawHe,"1,920.03"
